36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
11:31:29.0 (3012133)|VARIABLE_ASSIGNMENT|[22]|myCase|null|
11:31:29.0 (3016050)|STATEMENT_EXECUTE|[35]
11:31:29.0 (3020044)|HEAP_ALLOCATE|[35]|Bytes:4
11:31:29.0 (3037716)|VARIABLE_SCOPE_BEGIN|[35]|casesToCreate|List<Case>|true|false
11:31:29.0 (3044136)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:31:29.0 (3056105)|VARIABLE_ASSIGNMENT|[35]|casesToCreate|{"s":1,"v":[]}|0x413dd3bc
11:31:29.0 (3087878)|HEAP_ALLOCATE|[36]|Bytes:5
11:31:29.0 (3100716)|VARIABLE_ASSIGNMENT|[36]|caseWithSecretInfo|null|
11:31:29.0 (3104217)|STATEMENT_EXECUTE|[36]
11:31:29.0 (3105475)|STATEMENT_EXECUTE|[45]
11:31:29.0 (3183732)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:31:29.0 (3190919)|HEAP_ALLOCATE|[16]|Bytes:4
11:31:29.0 (3198211)|VARIABLE_ASSIGNMENT|[16]|i|1
11:31:29.0 (3214968)|STATEMENT_EXECUTE|[16]
11:31:29.0 (3216568)|STATEMENT_EXECUTE|[17]
11:31:29.0 (3224294)|HEAP_ALLOCATE|[17]|Bytes:15
11:31:29.0 (3230259)|VARIABLE_SCOPE_BEGIN|[17]|keyword|String|false|false
11:31:29.0 (3236860)|VARIABLE_ASSIGNMENT|[17]|keyword|"Social Security"
11:31:29.0 (3238820)|STATEMENT_EXECUTE|[21]
11:31:29.0 (3242167)|HEAP_ALLOCATE|[21]|Bytes:4
11:31:29.0 (3250371)|VARIABLE_SCOPE_BEGIN|[21]|casesWithSecretInfo|List<Case>|true|false
11:31:29.0 (3254949)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:31:29.0 (3263606)|VARIABLE_ASSIGNMENT|[21]|casesWithSecretInfo|{"s":1,"v":[]}|0x5ed937be
11:31:29.0 (3290344)|HEAP_ALLOCATE|[22]|Bytes:5
11:31:29.0 (3305113)|VARIABLE_SCOPE_BEGIN|[22]|myCase|Case|true|false
11:31:29.0 (3588585)|VARIABLE_ASSIGNMENT|[22]|myCase|{"Origin":"Phone","Status":"New","LastModifiedDate":"2016-12-29T19:31:29.000Z","IsDeleted":false,"Description":"Passport SSN","Priority":"Medium","Product_Has_Extended (12 more) ...":false,"IsClosed":false,"SystemModstamp":"2016-12-29T19:31:29.000Z","BusinessHoursId":"01m41000000XnfnAAC","CreatedById":"00541000001IQl9AAG","IsEscalated":false,"OwnerId":"00541000001IQl9AAG","CreatedDate":"2016-12-29T19:31:29.000Z","IsClosedOnCreate":false,"CaseNumber":"00001086","Id":"50041000003lnWXAAY","LastModifiedById":"00541000001IQl9AAG"}|0xbe0c4cf
11:31:29.0 (3595433)|STATEMENT_EXECUTE|[22]
11:31:29.0 (3618796)|STATEMENT_EXECUTE|[23]
11:31:29.0 (3642214)|STATEMENT_EXECUTE|[25]
11:31:29.0 (3652670)|HEAP_ALLOCATE|[22]|Bytes:5
11:31:29.0 (3665442)|VARIABLE_ASSIGNMENT|[22]|myCase|null|
11:31:29.0 (3668372)|STATEMENT_EXECUTE|[35]
11:31:29.0 (3671846)|HEAP_ALLOCATE|[35]|Bytes:4
11:31:29.0 (3680563)|VARIABLE_SCOPE_BEGIN|[35]|casesToCreate|List<Case>|true|false
11:31:29.0 (3685502)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:31:29.0 (3694117)|VARIABLE_ASSIGNMENT|[35]|casesToCreate|{"s":1,"v":[]}|0x53925616
11:31:29.0 (3715177)|HEAP_ALLOCATE|[36]|Bytes:5
11:31:29.0 (3733127)|VARIABLE_ASSIGNMENT|[36]|caseWithSecretInfo|null|
11:31:29.0 (3737495)|STATEMENT_EXECUTE|[36]
11:31:29.0 (3739629)|STATEMENT_EXECUTE|[45]
11:31:29.0 (3772246)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:31:29.0 (3778630)|HEAP_ALLOCATE|[16]|Bytes:4
11:31:29.0 (3786075)|VARIABLE_ASSIGNMENT|[16]|i|2
11:31:29.0 (3802537)|STATEMENT_EXECUTE|[16]
11:31:29.0 (3804030)|STATEMENT_EXECUTE|[17]
11:31:29.0 (3811269)|HEAP_ALLOCATE|[17]|Bytes:3
11:31:29.0 (3820428)|VARIABLE_SCOPE_BEGIN|[17]|keyword|String|false|false
11:31:29.0 (3830440)|VARIABLE_ASSIGNMENT|[17]|keyword|"SSN"
11:31:29.0 (3834005)|STATEMENT_EXECUTE|[21]
11:31:29.0 (3839098)|HEAP_ALLOCATE|[21]|Bytes:4
11:31:29.0 (3855134)|VARIABLE_SCOPE_BEGIN|[21]|casesWithSecretInfo|List<Case>|true|false
11:31:29.0 (3863076)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:31:29.0 (3876010)|VARIABLE_ASSIGNMENT|[21]|casesWithSecretInfo|{"s":1,"v":[]}|0x7050d887
11:31:29.0 (3923403)|HEAP_ALLOCATE|[22]|Bytes:5
11:31:29.0 (3939233)|VARIABLE_SCOPE_BEGIN|[22]|myCase|Case|true|false
11:31:29.0 (4238658)|VARIABLE_ASSIGNMENT|[22]|myCase|{"Origin":"Phone","Status":"New","LastModifiedDate":"2016-12-29T19:31:29.000Z","IsDeleted":false,"Description":"Passport SSN","Priority":"Medium","Product_Has_Extended (12 more) ...":false,"IsClosed":false,"SystemModstamp":"2016-12-29T19:31:29.000Z","BusinessHoursId":"01m41000000XnfnAAC","CreatedById":"00541000001IQl9AAG","IsEscalated":false,"OwnerId":"00541000001IQl9AAG","CreatedDate":"2016-12-29T19:31:29.000Z","IsClosedOnCreate":false,"CaseNumber":"00001086","Id":"50041000003lnWXAAY","LastModifiedById":"00541000001IQl9AAG"}|0xbe0c4cf
11:31:29.0 (4249397)|STATEMENT_EXECUTE|[22]
11:31:29.0 (4273847)|STATEMENT_EXECUTE|[23]
11:31:29.0 (4298934)|STATEMENT_EXECUTE|[25]
11:31:29.0 (4300729)|STATEMENT_EXECUTE|[26]
11:31:29.0 (4325036)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:31:29.0 (4331574)|STATEMENT_EXECUTE|[27]
11:31:29.0 (4335664)|HEAP_ALLOCATE|[27]|Bytes:5
11:31:29.0 (4389306)|HEAP_ALLOCATE|[27]|Bytes:18
11:31:29.0 (4399916)|HEAP_ALLOCATE|[27]|Bytes:25
11:31:29.0 (4409182)|HEAP_ALLOCATE|[27]|Bytes:51
11:31:29.0 (4434305)|USER_DEBUG|[27]|DEBUG|Case 50041000003lnWXAAY includes secret keyword SSN
11:31:29.0 (4449324)|HEAP_ALLOCATE|[22]|Bytes:5
11:31:29.0 (4461949)|VARIABLE_ASSIGNMENT|[22]|myCase|null|
11:31:29.0 (4465000)|STATEMENT_EXECUTE|[35]
11:31:29.0 (4468400)|HEAP_ALLOCATE|[35]|Bytes:4
11:31:29.0 (4478468)|VARIABLE_SCOPE_BEGIN|[35]|casesToCreate|List<Case>|true|false
11:31:29.0 (4484647)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:31:29.0 (4493750)|VARIABLE_ASSIGNMENT|[35]|casesToCreate|{"s":1,"v":[]}|0x5fdf4502
11:31:29.0 (4511561)|HEAP_ALLOCATE|[36]|Bytes:5
11:31:29.0 (4527709)|VARIABLE_SCOPE_BEGIN|[36]|caseWithSecretInfo|Case|true|false
11:31:29.0 (4797299)|VARIABLE_ASSIGNMENT|[36]|caseWithSecretInfo|{"Origin":"Phone","Status":"New","LastModifiedDate":"2016-12-29T19:31:29.000Z","IsDeleted":false,"Description":"Passport SSN","Priority":"Medium","Product_Has_Extended (12 more) ...":false,"IsClosed":false,"SystemModstamp":"2016-12-29T19:31:29.000Z","BusinessHoursId":"01m41000000XnfnAAC","CreatedById":"00541000001IQl9AAG","IsEscalated":false,"OwnerId":"00541000001IQl9AAG","CreatedDate":"2016-12-29T19:31:29.000Z","IsClosedOnCreate":false,"CaseNumber":"00001086","Id":"50041000003lnWXAAY","LastModifiedById":"00541000001IQl9AAG"}|0xbe0c4cf
11:31:29.0 (4803876)|STATEMENT_EXECUTE|[36]
11:31:29.0 (4805048)|STATEMENT_EXECUTE|[37]
11:31:29.0 (4820088)|HEAP_ALLOCATE|[37]|Bytes:4
11:31:29.0 (4922115)|VARIABLE_SCOPE_BEGIN|[37]|childCase|Case|true|false
11:31:29.0 (4933379)|VARIABLE_ASSIGNMENT|[37]|childCase|{}|0x48aced80
11:31:29.0 (4936178)|STATEMENT_EXECUTE|[38]
11:31:29.0 (5003087)|VARIABLE_ASSIGNMENT|[38]|this.Subject|"Warning: Parent case (24 more) ..."|0x48aced80
11:31:29.0 (5008149)|STATEMENT_EXECUTE|[39]
11:31:29.0 (5053720)|VARIABLE_ASSIGNMENT|[39]|this.ParentId|"50041000003lnWXAAY"|0x48aced80
11:31:29.0 (5057434)|STATEMENT_EXECUTE|[40]
11:31:29.0 (5090719)|VARIABLE_ASSIGNMENT|[40]|this.IsEscalated|true|0x48aced80
11:31:29.0 (5093565)|STATEMENT_EXECUTE|[41]
11:31:29.0 (5096963)|HEAP_ALLOCATE|[41]|Bytes:4
11:31:29.0 (5125241)|VARIABLE_ASSIGNMENT|[41]|this.Priority|"High"|0x48aced80
11:31:29.0 (5127860)|STATEMENT_EXECUTE|[42]
11:31:29.0 (5151500)|VARIABLE_ASSIGNMENT|[42]|this.Description|"SSN"|0x48aced80
11:31:29.0 (5154063)|STATEMENT_EXECUTE|[43]
11:31:29.0 (5181719)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:31:29.0 (5196471)|HEAP_ALLOCATE|[36]|Bytes:5
11:31:29.0 (5209400)|VARIABLE_ASSIGNMENT|[36]|caseWithSecretInfo|null|
11:31:29.0 (5212287)|STATEMENT_EXECUTE|[45]
11:31:29.0 (5240707)|DML_BEGIN|[45]|Op:Insert|Type:Case|Rows:1
11:31:29.0 (5275131)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:31:29.0 (33259485)|CODE_UNIT_STARTED|[EXTERNAL]|01q410000019tMZ|CheckSecretInformation on Case trigger event AfterInsert for [50041000003lnWY]
11:31:29.0 (33296577)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:31:29.0 (33387001)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
11:31:29.0 (33400045)|VARIABLE_SCOPE_BEGIN|[1]|this|CheckSecretInformation|true|false
11:31:29.0 (33449555)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x7cdd0196
11:31:29.0 (33487482)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
11:31:29.0 (33496243)|VARIABLE_SCOPE_BEGIN|[1]|this|CheckSecretInformation|true|false
11:31:29.0 (33515853)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x7cdd0196
11:31:29.0 (33524370)|STATEMENT_EXECUTE|[1]
11:31:29.0 (33527572)|STATEMENT_EXECUTE|[3]
11:31:29.0 (33561642)|VARIABLE_ASSIGNMENT|[3]|this.childCasesSubject|"Warning: Parent case (24 more) ..."|0x7cdd0196
11:31:29.0 (33566783)|STATEMENT_EXECUTE|[6]
11:31:29.0 (33572710)|HEAP_ALLOCATE|[6]|Bytes:4
11:31:29.0 (33622427)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:31:29.0 (33645358)|VARIABLE_ASSIGNMENT|[6]|this.secretKeywords|{"s":1,"v":[]}|0x7cdd0196
11:31:29.0 (33650265)|STATEMENT_EXECUTE|[7]
11:31:29.0 (33673590)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:31:29.0 (33684973)|STATEMENT_EXECUTE|[8]
11:31:29.0 (33701788)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:31:29.0 (33710363)|STATEMENT_EXECUTE|[9]
11:31:29.0 (33749234)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:31:29.0 (33758731)|STATEMENT_EXECUTE|[10]
11:31:29.0 (33775480)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:31:29.0 (33782726)|STATEMENT_EXECUTE|[11]
11:31:29.0 (33798563)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:31:29.0 (33807808)|STATEMENT_EXECUTE|[16]
11:31:29.0 (33814525)|VARIABLE_SCOPE_BEGIN|[16]|i|Integer|false|false
11:31:29.0 (33819559)|HEAP_ALLOCATE|[16]|Bytes:4
11:31:29.0 (33831661)|VARIABLE_ASSIGNMENT|[16]|i|0
11:31:29.0 (33856903)|STATEMENT_EXECUTE|[16]
11:31:29.0 (33859937)|STATEMENT_EXECUTE|[17]
11:31:29.0 (33877247)|HEAP_ALLOCATE|[17]|Bytes:11
11:31:29.0 (33889886)|VARIABLE_SCOPE_BEGIN|[17]|keyword|String|false|false
11:31:29.0 (33901933)|VARIABLE_ASSIGNMENT|[17]|keyword|"Credit Card"
11:31:29.0 (33905684)|STATEMENT_EXECUTE|[21]
11:31:29.0 (33911901)|HEAP_ALLOCATE|[21]|Bytes:4
11:31:29.0 (33946280)|VARIABLE_SCOPE_BEGIN|[21]|casesWithSecretInfo|List<Case>|true|false
11:31:29.0 (33956218)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:31:29.0 (33986093)|VARIABLE_ASSIGNMENT|[21]|casesWithSecretInfo|{"s":1,"v":[]}|0xd4a8bd3
11:31:29.0 (34036976)|HEAP_ALLOCATE|[22]|Bytes:5
11:31:29.0 (34060900)|VARIABLE_SCOPE_BEGIN|[22]|myCase|Case|true|false
11:31:29.0 (34531968)|VARIABLE_ASSIGNMENT|[22]|myCase|{"Status":"New","ParentId":"50041000003lnWXAAY","LastModifiedDate":"2016-12-29T19:31:29.000Z","IsDeleted":false,"Description":"SSN","Priority":"High","Product_Has_Extended (12 more) ...":false,"IsClosed":false,"Subject":"Warning: Parent case (24 more) ...","SystemModstamp":"2016-12-29T19:31:29.000Z","BusinessHoursId":"01m41000000XnfnAAC","CreatedById":"00541000001IQl9AAG","IsEscalated":true,"OwnerId":"00541000001IQl9AAG","CreatedDate":"2016-12-29T19:31:29.000Z","IsClosedOnCreate":false,"CaseNumber":"00001087","Id":"50041000003lnWYAAY","LastModifiedById":"00541000001IQl9AAG"}|0x7301f5b4
11:31:29.0 (34539835)|STATEMENT_EXECUTE|[22]
11:31:29.0 (34598571)|STATEMENT_EXECUTE|[23]
11:31:29.0 (34611906)|HEAP_ALLOCATE|[22]|Bytes:5
11:31:29.0 (34626541)|VARIABLE_ASSIGNMENT|[22]|myCase|null|
11:31:29.0 (34629992)|STATEMENT_EXECUTE|[35]
11:31:29.0 (34633961)|HEAP_ALLOCATE|[35]|Bytes:4
11:31:29.0 (34644483)|VARIABLE_SCOPE_BEGIN|[35]|casesToCreate|List<Case>|true|false
11:31:29.0 (34650368)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:31:29.0 (34659612)|VARIABLE_ASSIGNMENT|[35]|casesToCreate|{"s":1,"v":[]}|0x67c48bf3
11:31:29.0 (34677793)|HEAP_ALLOCATE|[36]|Bytes:5
11:31:29.0 (34689184)|VARIABLE_ASSIGNMENT|[36]|caseWithSecretInfo|null|
11:31:29.0 (34692077)|STATEMENT_EXECUTE|[36]
11:31:29.0 (34693513)|STATEMENT_EXECUTE|[45]
11:31:29.0 (34732640)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:31:29.0 (34738344)|HEAP_ALLOCATE|[16]|Bytes:4
11:31:29.0 (34745026)|VARIABLE_ASSIGNMENT|[16]|i|1
11:31:29.0 (34761165)|STATEMENT_EXECUTE|[16]
11:31:29.0 (34762808)|STATEMENT_EXECUTE|[17]
11:31:29.0 (34770935)|HEAP_ALLOCATE|[17]|Bytes:15
11:31:29.0 (34777364)|VARIABLE_SCOPE_BEGIN|[17]|keyword|String|false|false
11:31:29.0 (34784266)|VARIABLE_ASSIGNMENT|[17]|keyword|"Social Security"
11:31:29.0 (34786823)|STATEMENT_EXECUTE|[21]
11:31:29.0 (34792651)|HEAP_ALLOCATE|[21]|Bytes:4
11:31:29.0 (34807484)|VARIABLE_SCOPE_BEGIN|[21]|casesWithSecretInfo|List<Case>|true|false
11:31:29.0 (34816006)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:31:29.0 (34828443)|VARIABLE_ASSIGNMENT|[21]|casesWithSecretInfo|{"s":1,"v":[]}|0x735ce61c
11:31:29.0 (34871840)|HEAP_ALLOCATE|[22]|Bytes:5
11:31:29.0 (34890430)|VARIABLE_SCOPE_BEGIN|[22]|myCase|Case|true|false
11:31:29.0 (35105757)|VARIABLE_ASSIGNMENT|[22]|myCase|{"Status":"New","ParentId":"50041000003lnWXAAY","LastModifiedDate":"2016-12-29T19:31:29.000Z","IsDeleted":false,"Description":"SSN","Priority":"High","Product_Has_Extended (12 more) ...":false,"IsClosed":false,"Subject":"Warning: Parent case (24 more) ...","SystemModstamp":"2016-12-29T19:31:29.000Z","BusinessHoursId":"01m41000000XnfnAAC","CreatedById":"00541000001IQl9AAG","IsEscalated":true,"OwnerId":"00541000001IQl9AAG","CreatedDate":"2016-12-29T19:31:29.000Z","IsClosedOnCreate":false,"CaseNumber":"00001087","Id":"50041000003lnWYAAY","LastModifiedById":"00541000001IQl9AAG"}|0x7301f5b4
11:31:29.0 (35114281)|STATEMENT_EXECUTE|[22]
11:31:29.0 (35142269)|STATEMENT_EXECUTE|[23]
11:31:29.0 (35154132)|HEAP_ALLOCATE|[22]|Bytes:5
11:31:29.0 (35166894)|VARIABLE_ASSIGNMENT|[22]|myCase|null|
11:31:29.0 (35169588)|STATEMENT_EXECUTE|[35]
11:31:29.0 (35172986)|HEAP_ALLOCATE|[35]|Bytes:4
11:31:29.0 (35181990)|VARIABLE_SCOPE_BEGIN|[35]|casesToCreate|List<Case>|true|false
11:31:29.0 (35187046)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:31:29.0 (35195683)|VARIABLE_ASSIGNMENT|[35]|casesToCreate|{"s":1,"v":[]}|0x2a11ffb7
11:31:29.0 (35212444)|HEAP_ALLOCATE|[36]|Bytes:5
11:31:29.0 (35226498)|VARIABLE_ASSIGNMENT|[36]|caseWithSecretInfo|null|
11:31:29.0 (35231185)|STATEMENT_EXECUTE|[36]
11:31:29.0 (35233392)|STATEMENT_EXECUTE|[45]
11:31:29.0 (35267479)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:31:29.0 (35275148)|HEAP_ALLOCATE|[16]|Bytes:4
11:31:29.0 (35284764)|VARIABLE_ASSIGNMENT|[16]|i|2
11:31:29.0 (35307773)|STATEMENT_EXECUTE|[16]
11:31:29.0 (35310185)|STATEMENT_EXECUTE|[17]
11:31:29.0 (35324291)|HEAP_ALLOCATE|[17]|Bytes:3
11:31:29.0 (35335548)|VARIABLE_SCOPE_BEGIN|[17]|keyword|String|false|false
11:31:29.0 (35345898)|VARIABLE_ASSIGNMENT|[17]|keyword|"SSN"
11:31:29.0 (35349621)|STATEMENT_EXECUTE|[21]
11:31:29.0 (35354820)|HEAP_ALLOCATE|[21]|Bytes:4
11:31:29.0 (35369797)|VARIABLE_SCOPE_BEGIN|[21]|casesWithSecretInfo|List<Case>|true|false
11:31:29.0 (35377177)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:31:29.0 (35388796)|VARIABLE_ASSIGNMENT|[21]|casesWithSecretInfo|{"s":1,"v":[]}|0x56411314
11:31:29.0 (35429939)|HEAP_ALLOCATE|[22]|Bytes:5
11:31:29.0 (35453839)|VARIABLE_SCOPE_BEGIN|[22]|myCase|Case|true|false
11:31:29.0 (35755766)|VARIABLE_ASSIGNMENT|[22]|myCase|{"Status":"New","ParentId":"50041000003lnWXAAY","LastModifiedDate":"2016-12-29T19:31:29.000Z","IsDeleted":false,"Description":"SSN","Priority":"High","Product_Has_Extended (12 more) ...":false,"IsClosed":false,"Subject":"Warning: Parent case (24 more) ...","SystemModstamp":"2016-12-29T19:31:29.000Z","BusinessHoursId":"01m41000000XnfnAAC","CreatedById":"00541000001IQl9AAG","IsEscalated":true,"OwnerId":"00541000001IQl9AAG","CreatedDate":"2016-12-29T19:31:29.000Z","IsClosedOnCreate":false,"CaseNumber":"00001087","Id":"50041000003lnWYAAY","LastModifiedById":"00541000001IQl9AAG"}|0x7301f5b4
11:31:29.0 (35765992)|STATEMENT_EXECUTE|[22]
11:31:29.0 (35803067)|STATEMENT_EXECUTE|[23]
11:31:29.0 (35822030)|HEAP_ALLOCATE|[22]|Bytes:5
11:31:29.0 (35843414)|VARIABLE_ASSIGNMENT|[22]|myCase|null|
11:31:29.0 (35847513)|STATEMENT_EXECUTE|[35]
11:31:29.0 (35853094)|HEAP_ALLOCATE|[35]|Bytes:4
11:31:29.0 (35867642)|VARIABLE_SCOPE_BEGIN|[35]|casesToCreate|List<Case>|true|false
11:31:29.0 (35874929)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:31:29.0 (35887856)|VARIABLE_ASSIGNMENT|[35]|casesToCreate|{"s":1,"v":[]}|0x1519913c
11:31:29.0 (35924795)|HEAP_ALLOCATE|[36]|Bytes:5
11:31:29.0 (35946136)|VARIABLE_ASSIGNMENT|[36]|caseWithSecretInfo|null|
11:31:29.0 (35950264)|STATEMENT_EXECUTE|[36]
11:31:29.0 (35952027)|STATEMENT_EXECUTE|[45]
